 ,Area,X,Y,Perim.,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,,,Al At%,Cu At%,Mg At%,Fe At%,Mn At%,Si At%,O At%,,Type
393,10,"1,574,300","1,421,000","10,485",1573,1419,3,4,"1,000","4,472",1573,1419,"116,565","3,000","1,327",0.753,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
394,116,"810,836","1,435,991","54,426",804,1427,14,15,0.492,"16,155",808,1442,"68,199","13,313","1,268",0.788,0.734,,,75.76937571,21.21592765,1.193317422,0,0,0,1.821379224,,Unknown
395,47,"1,686,500","1,433,181","27,556",1684,1427,6,11,0.778,"11,402",1685,1427,"105,255","6,000","1,872",0.534,0.895,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
396,69,"638,370","1,434,848","31,556",635,1429,7,12,0.871,"12,369",637,1429,"104,036","7,000","1,712",0.584,0.920,,,74.33663763,6.578552118,0,7.910283368,3.915089617,6.037849204,1.221588064,,Secondary
397,12,"627,917","1,433,083","12,485",626,1431,4,4,0.967,"5,657",626,1435,"45,000","4,000","1,575",0.635,0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
398,300,"584,740","1,441,967","89,983",570,1433,25,21,0.466,"25,710",570,1443,"13,496","20,800","1,208",0.828,0.778,,,74.04669717,10.20767335,0.293323947,6.124604013,4.071336384,3.989205679,1.267159451,,Secondary
399,67,"977,306","1,438,888","35,799",972,1433,9,12,0.657,"14,422",972,1445,"56,310","8,427","1,815",0.551,0.802,,,80.54,11.48,0.96,2.51,1.17,0.44,2.9,,Secondary
400,178,"998,596","1,446,624","63,598",989,1438,17,16,0.553,"19,105",990,1452,"42,879","15,930","1,117",0.895,0.852,,,75.73242676,14.09859014,1.169883012,4.329567043,0.909909009,0.149985001,3.609639036,,Secondary
401,192,"1,200,312","1,446,677","53,355",1191,1440,19,14,0.848,"20,248",1191,1442,"159,775","14,000","1,440",0.694,0.910,,,71.34412747,18.69699306,0.269853508,5.538421999,1.130814701,0,3.019789257,,Secondary
402,159,"766,104","1,446,588","48,042",758,1441,16,12,0.866,"17,493",758,1442,"149,036","12,000","1,327",0.754,0.933,,,65.65943832,25.26365683,7.631235928,0,0,0,1.445668918,,Unknown
403,261,"1,243,400","1,458,542","85,983",1233,1445,21,23,0.444,"25,239",1239,1445,"123,690","17,826","1,446",0.692,0.778,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
404,10,"1,227,700","1,452,400","12,485",1226,1450,3,5,0.806,"5,385",1227,1450,"111,801","3,000","1,690",0.592,0.833,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
405,34,"1,039,147","1,454,824","22,971",1036,1451,6,8,0.810,"9,434",1037,1451,"122,005","5,814","1,769",0.565,0.850,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
406,10,"1,054,700","1,457,500","10,485",1053,1456,4,3,"1,000","4,472",1053,1456,"153,435","3,000","1,236",0.809,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
407,26,"910,308","1,460,885","21,899",908,1457,4,9,0.681,"9,849",908,1457,"113,962","4,000","2,664",0.375,0.852,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
408,134,"1,093,336","1,468,784","42,042",1087,1462,12,14,0.953,"14,765",1090,1475,"61,699","12,000","1,137",0.880,0.937,,,49.4944573,25.54513339,22.7920575,0.085272262,0,0.3532708,1.729808746,,S-phase
409,130,"795,508","1,472,085","42,284",789,1466,13,14,0.914,"14,560",795,1480,"74,055","13,000","1,061",0.943,0.900,,,63.73,18.8,15.43,0,0,0.23,1.81,,S-phase
410,15,"1,000,100","1,467,900","13,071",998,1466,4,4,"1,000","5,657",998,1466,"135,000","4,000","1,137",0.880,0.968,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
411,141,"1,035,599","1,475,415","68,669",1026,1468,17,16,0.376,"19,416",1026,1472,"145,491","13,923","1,612",0.620,0.727,,,71.11711171,8.700870087,0.600060006,7.720772077,5.210521052,5.630563056,1.02010201,,Secondary
412,134,"1,440,672","1,479,649","45,456",1432,1473,15,13,0.815,"17,000",1432,1482,"28,072","12,075","1,333",0.750,0.899,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
413,117,"1,070,038","1,480,415","42,627",1064,1474,11,14,0.809,"15,000",1065,1475,"126,870","11,000","1,393",0.718,0.897,,,71.80281972,7.579242076,0.259974003,7.239276072,4.639536046,5.709429057,2.769723028,,Secondary
414,184,"643,168","1,488,049","55,698",638,1477,12,22,0.745,"22,204",640,1477,"97,765","12,000","1,862",0.537,0.900,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
415,12,"1,063,250","1,486,833","11,899",1061,1485,4,4,"1,000","5,000",1062,1489,"53,130","4,000","1,135",0.881,0.857,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
416,20,"1,220,200","1,492,000","15,899",1217,1490,6,4,0.994,"6,708",1217,1491,"153,435","4,000","1,546",0.647,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
417,27,"188,907","1,496,241","19,314",185,1494,7,5,0.910,"7,616",185,1495,"156,801","5,000","1,498",0.668,0.885,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
418,46,"863,217","1,501,630","28,042",858,1498,11,8,0.735,"11,705",858,1503,"19,983","6,364","2,081",0.481,0.814,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
419,51,"654,598","1,503,461","33,799",649,1499,9,9,0.561,"12,042",649,1499,"131,634","8,050","1,323",0.756,0.761,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
420,67,"691,813","1,505,067","29,556",687,1501,10,8,0.964,"11,180",687,1508,"26,565","8,000","1,286",0.778,0.931,,,72.07850134,13.61029693,9.850898433,0,0.063718619,0.203899579,4.192685103,,Unknown
421,762,"1,673,419","1,522,671","208,451",1639,1505,65,33,0.220,"70,774",1639,1535,"23,305","18,863","4,826",0.207,0.707,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
422,14,"172,357","1,507,429","13,071",170,1506,5,3,"1,000","5,831",170,1509,"30,964","3,000","1,662",0.602,0.966,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
423,142,"1,345,648","1,513,345","44,870",1338,1507,15,13,0.886,"17,000",1338,1517,"28,072","12,442","1,404",0.712,0.902,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
424,24,"199,333","1,510,833","17,899",197,1508,5,6,0.941,"7,211",197,1508,"123,690","5,000","1,358",0.737,0.889,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
425,175,"124,283","1,516,386","51,698",116,1509,17,15,0.823,"18,601",119,1509,"126,254","13,184","1,407",0.711,0.891,,,64.0625,32.0713141,0,0.23036859,0,0.651041667,2.984775641,,Theta
426,17,"654,912","1,511,441","14,485",653,1509,4,5,"1,000","6,403",653,1514,"51,340","4,000","1,497",0.668,0.919,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
427,19,"359,079","1,520,921","15,314",357,1518,4,6,"1,000","6,325",358,1518,"108,435","4,000","1,491",0.671,0.884,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
428,13,"179,115","1,529,115","11,899",177,1527,4,4,"1,000","5,000",178,1527,"126,870","4,000","1,159",0.863,0.897,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
429,34,"1,628,794","1,534,118","20,728",1625,1531,7,6,0.994,"8,062",1625,1533,"150,255","6,000","1,163",0.860,0.919,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
430,122,"131,443","1,544,156","44,042",123,1540,17,9,0.790,"17,720",123,1541,"163,610","9,000","1,958",0.511,0.910,,,54.09786851,27.85950165,16.60162113,0,0,0,1.441008706,,S-phase
431,274,"1,068,164","1,551,241","63,355",1060,1540,16,22,0.858,"23,087",1065,1540,"107,650","16,000","1,394",0.718,0.932,,,50.01501652,24.88737611,23.93632996,0,0,0,1.161277405,,S-phase
432,52,"1,156,981","1,554,212","26,385",1153,1550,8,9,0.939,"9,899",1154,1558,"45,000","8,000","1,154",0.866,0.874,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
433,40,"893,300","1,554,575","22,142",890,1551,7,7,"1,000","8,062",890,1552,"150,255","7,000","1,045",0.957,0.920,,,89.29,4.52,1.18,0.79,0.83,0.31,3.08,,Unknown
434,64,"802,125","1,581,422","32,627",796,1576,11,10,0.755,"13,601",796,1577,"143,973","8,404","1,873",0.534,0.831,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
435,15,"440,633","1,585,367","14,142",438,1583,5,5,0.942,"5,831",439,1583,"120,964","4,243","1,517",0.659,0.789,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
436,34,"1,152,676","1,586,235","20,971",1149,1583,7,7,0.972,"8,602",1149,1584,"144,462","6,261","1,412",0.708,0.861,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
437,13,"926,192","1,588,500","12,485",924,1587,5,3,"1,000","5,385",924,1587,"158,199","3,000","1,551",0.645,0.929,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
438,105,"1,140,357","310,110","38,042",1135,304,11,13,0.912,"14,765",1137,317,"61,699","10,607","1,398",0.715,0.909,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
